TableName,TableType,Tier,Plan,Retention,Status,LastIngestion,TotalGB,EstCostUSD
WVDAgentHealthStatus,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DSMAzureBlobStorageLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceHTTPLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDConnectionNetworkData,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AegDeliveryFailureLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AegPublishFailureLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppPlatformSystemLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppPlatformContainerEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServicePlatformLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OLPSupplyChainEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXCommand,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlEnvironmentEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlRunEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlPipelineEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkTaskEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSecurityLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightRangerAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHiveAndLLAPLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHiveAndLLAPMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHadoopAndYarnLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHadoopAndYarnMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightOozieLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHiveQueryAppStats,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHiveTezAppStats,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UserAccessAnalytics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADTDigitalTwinsOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADTModelsOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACICollaborationAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppPlatformLogsforSpring,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MCCEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlComputeInstanceEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlDataLabelEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlDataSetEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlDataStoreEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlDeploymentEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlInferencingEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlModelsEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADTEventRoutesOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AutoscaleScaleActionsLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Rapid7InsightVMCloudVulnerabilities,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CommonSecurityLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPVPCFlow,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPDNS,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPIAM,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSSecurityHubFindings,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ThreatIntelligenceIndicator,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSRoute53Resolver,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSNetworkFirewallAlert,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSNetworkFirewallFlow,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSNetworkFirewallTls,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPCDN,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPIDS,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
IlumioInsights,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NetworkSessions,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DnsAuditEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPApigee,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
EmailPostDeliveryEvents,Microsoft,HOT,Analytics,90,HAS DATA,2/28/2026 12:00:00 PM,0,0
AWSS3ServerAccess,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GKEAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPMonitoring,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GKEAPIServer,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GKEScheduler,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GKEControllerManager,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GKEHPADecision,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AggregatedSecurityAlert,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GKEApplication,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ABAPAuthorizationDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ABAPUserDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Dynamics365Activity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HuntingBookmark,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DynamicSummary,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
LinuxAuditLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DnsEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DnsInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ConfidentialWatchlist,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSGuardDuty,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSCloudWatch,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSWAF,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPFirewallLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPLoadBalancer,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GoogleCloudSCC,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
IdentityQueryEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
IdentityDirectoryEvents,Microsoft,HOT,Analytics,90,HAS DATA,2/23/2026 12:00:00 PM,0,0
FileMaliciousContentInfo,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CampaignInfo,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CommunicationComplianceActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ProjectActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OktaSystemLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DataverseActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ABAPAuditLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ABAPChangeDocsLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ABAPTableDataLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPCloudSQL,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPNAT,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPNATAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimAuditEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimProcessEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSELBFlowLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSNLBAccessLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSALBAccessLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GoogleWorkspaceReports,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SentinelBehaviorInfo,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSCloudTrail,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimNetworkSessionLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CopilotActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
QualysKnowledgeBase,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimAlertEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimDnsActivityLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimWebSessionLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPCloudRun,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrikeVulnerabilities,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrikeAlerts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrikeIncidents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrikeDetections,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrikeHosts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrikeCases,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSEKSLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimAuthenticationEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimRegistryEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimUserManagementActivityLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimFileEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASimDhcpEventLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPResourceManager,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPComputeEngine,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WindowsEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceRegistryEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceFileEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceLogonEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceImageLoadEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceFileCertificateInfo,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PowerAppsActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PowerAutomateActivity,Microsoft,HOT,Analytics,90,HAS DATA,2/25/2026 7:00:00 PM,0,0
PowerPlatformDlpActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Rapid7InsightVMCloudAssets,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PowerPlatformConnectorActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceTvmSoftwareInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceTvmSoftwareVulnerabilities,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceTvmSoftwareVulnerabilitiesKB,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceTvmSecureConfigurationAssessmentKB,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AWSVPCFlow,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GCPAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SentinelBehaviorEntities,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UrlClickEvents,Microsoft,HOT,Analytics,90,HAS DATA,2/26/2026 7:00:00 AM,0,0
ThreatIntelExportOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
LLMActivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
McasShadowItReporting,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceTvmSecureConfigurationAssessment,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADTQueryOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADTDataHistoryOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFPipelineRun,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSAdvancedMessagingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AKSAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AKSAuditAdmin,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WOUserAudits,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WOUserDiagnostics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureDevOpsAuditing,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACRConnectedClientList,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWNetworkRule,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWFatFlow,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWFlowTrace,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWApplicationRule,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWThreatIntel,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWNatRule,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWIdpsSignature,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWInternalFqdnResolutionFailure,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWNetworkRuleAggregation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWApplicationRuleAggregation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWNatRuleAggregation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NCBMSystemLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NCBMSecurityLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NCBMSecurityDefenderLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NCBMBreakGlassAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZMSOperationalLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallAutomationMediaSummary,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZMSRunTimeAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSRoomsIncomingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallClosedCaptionsSummary,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXDataOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AGSGrafanaUsageInsightsEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SVMPoolExecutionLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SVMPoolRequestLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEWExperimentScorecardMetricPairs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Alert,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXCommand,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXQuery,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDConnections,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSEmailStatusUpdateOperational,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSChatIncomingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSSMSIncomingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSOptOutManagementOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSAuthIncomingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSBillingUsage,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallingMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallSurvey,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallClientServiceRequestAndOutcome,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallClientOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallClientMediaStatsTimeSeries,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSEmailSendMailOperational,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallRecordingIncomingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallRecordingSummary,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSJobRouterIncomingOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZMSDiagnosticErrorLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADFirstPartyToFirstPartySignInLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
RemoteNetworkHealthLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksGitCredentials,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksGlobalInitScripts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksIAMRole,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksMLflowExperiment,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksModelRegistry,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksServerlessRealTimeInference,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksPartnerHub,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksRemoteHistoryService,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksRepos,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksSQL,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksUnityCatalog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksWebTerminal,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AVSVcSyslog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AVSEsxiFirewallSyslog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AVSEsxiSyslog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AVSNsxManagerSyslog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AVSNsxEdgeSyslog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AVSSyslog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFTriggerRun,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageBlobLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageFileLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageQueueLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageTableLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksGenie,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksFeatureStore,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksDeltaPipelines,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksDatabricksSQL,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
BehaviorInfo,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
BehaviorEntities,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceBehaviorInfo,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DeviceBehaviorEntities,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PowerBIDatasetsTenant,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PowerBIDatasetsWorkspace,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MDECustomCollectionDeviceFileEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksAccounts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksClusters,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksDBFS,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksInstancePools,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDSessionHostManagement,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksJobs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksSecrets,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksSQLPermissions,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksSSH,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksWorkspace,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEWAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEWExperimentAssignmentSummary,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEWExperimentScorecards,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseSqlPoolSqlRequests,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksCapsule8Dataplane,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksClamAVScan,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksClusterLibraries,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksNotebook,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDManagement,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDFeeds,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CHSMServiceOperationAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodModelInferenceLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodInsightLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodJobProcessedLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodSensorManagementLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ResourceManagementPublicAccessLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AGSGrafanaLoginEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureLoadTestingOperation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CassandraAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AEWComputePipelinesLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightGatewayAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OLPSupplyChainEntityOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceServerlessSecurityPluginData,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageCacheOperationEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageCacheUpgradeEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageCacheWarningEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightKafkaServerLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
TSIIngress,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDHostRegistrations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
LogicAppWorkflowRuntime,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASCDeviceEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageMoverJobRunLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MicrosoftAzureBastionAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlOnlineEndpointConsoleLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodApplicationAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodProviderAuthLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodFarmOperationLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodSatelliteLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
